name	format	file	total	cjk	pua	extra	CJK Basic	CJK Ext-A	CJK Ext-B	CJK Ext-C	CJK Ext-D	CJK Ext-E	CJK Ext-F	CJK Ext-G	CJK Ext-H	CJK Ext-I	CJK Comp	PUA-BMP	PUA-SMP1	PUA-SMP2
Aa古典刻本宋	ttf	Aa字库/古典刻本宋 AaGuDianKeBenSong2.ttf	10023	8877	63	1083	8877	0	0	0	0	0	0	0	0	0	0	63	0	0
Aa古典刻本宋	ttf	Aa字库/古典刻本宋AaGuDianKeBenSong-2.ttf	10023	8877	63	1083	8877	0	0	0	0	0	0	0	0	0	0	63	0	0
Aa古典明朝楷 (非商业使用)	ttf	Aa字库/古典明朝楷 AaGuDianMingChaoKai-2.ttf	22083	20902	63	1118	20902	0	0	0	0	0	0	0	0	0	0	63	0	0
Aa古典明朝楷	ttf	Aa字库/古典明朝楷 AaGuDianMingChaoKai.ttf	22050	20902	63	1085	20902	0	0	0	0	0	0	0	0	0	0	63	0	0
Aa楷宋	ttf	Aa字库/楷宋 AaKaiSong2.ttf	7942	6763	63	1116	6763	0	0	0	0	0	0	0	0	0	0	63	0	0
Aa楷宋	ttf	Aa字库/楷宋2万字 AaKaiSong2WanZi2.ttf	22093	20904	73	1116	20902	0	0	0	0	0	0	0	0	0	2	73	0	0
Aa楷宋	ttf	Aa字库/楷宋简繁 AaKaiSongJianFan.ttf	10056	8877	63	1116	8877	0	0	0	0	0	0	0	0	0	0	63	0	0
AdobeFangsongStd-Regular	otf	Adobe/其他字体/Adobe Fangsong Std.otf	37540	27521	2347	7672	20910	6582	8	0	0	0	0	0	0	0	21	2347	0	0
AdobeHeitiStd-Regular	otf	Adobe/其他字体/Adobe Heiti Std.otf	37538	27521	2347	7670	20910	6582	8	0	0	0	0	0	0	0	21	2347	0	0
AdobeKaitiStd-Regular	otf	Adobe/其他字体/Adobe Kaiti Std.otf	37540	27521	2347	7672	20910	6582	8	0	0	0	0	0	0	0	21	2347	0	0
AdobeSongStd-Light	otf	Adobe/其他字体/Adobe Song Std.otf	37538	27521	2347	7670	20910	6582	8	0	0	0	0	0	0	0	21	2347	0	0
思源宋体 Bold	otf	Adobe/思源宋体 (Source Han Serif) v2.003/OTF/SimplifiedChinese/SourceHanSerifSC-Bold.otf	44779	30201	0	14578	20992	6592	2057	46	33	108	4	3	0	0	366	0	0	0
思源宋体 ExtraLight	otf	Adobe/思源宋体 (Source Han Serif) v2.003/OTF/SimplifiedChinese/SourceHanSerifSC-ExtraLight.otf	44779	30201	0	14578	20992	6592	2057	46	33	108	4	3	0	0	366	0	0	0
思源宋体 Heavy	otf	Adobe/思源宋体 (Source Han Serif) v2.003/OTF/SimplifiedChinese/SourceHanSerifSC-Heavy.otf	44779	30201	0	14578	20992	6592	2057	46	33	108	4	3	0	0	366	0	0	0
思源宋体 Light	otf	Adobe/思源宋体 (Source Han Serif) v2.003/OTF/SimplifiedChinese/SourceHanSerifSC-Light.otf	44779	30201	0	14578	20992	6592	2057	46	33	108	4	3	0	0	366	0	0	0
思源宋体 Medium	otf	Adobe/思源宋体 (Source Han Serif) v2.003/OTF/SimplifiedChinese/SourceHanSerifSC-Medium.otf	44779	30201	0	14578	20992	6592	2057	46	33	108	4	3	0	0	366	0	0	0
思源宋体	otf	Adobe/思源宋体 (Source Han Serif) v2.003/OTF/SimplifiedChinese/SourceHanSerifSC-Regular.otf	44779	30201	0	14578	20992	6592	2057	46	33	108	4	3	0	0	366	0	0	0
思源宋体 SemiBold	otf	Adobe/思源宋体 (Source Han Serif) v2.003/OTF/SimplifiedChinese/SourceHanSerifSC-SemiBold.otf	44779	30201	0	14578	20992	6592	2057	46	33	108	4	3	0	0	366	0	0	0
Source Han Serif TC Bold	otf	Adobe/思源宋体 (Source Han Serif) v2.003/OTF/TraditionalChinese/SourceHanSerifTC-Bold.otf	44779	30201	0	14578	20992	6592	2057	46	33	108	4	3	0	0	366	0	0	0
Source Han Serif TC ExtraLight	otf	Adobe/思源宋体 (Source Han Serif) v2.003/OTF/TraditionalChinese/SourceHanSerifTC-ExtraLight.otf	44779	30201	0	14578	20992	6592	2057	46	33	108	4	3	0	0	366	0	0	0
Source Han Serif TC Heavy	otf	Adobe/思源宋体 (Source Han Serif) v2.003/OTF/TraditionalChinese/SourceHanSerifTC-Heavy.otf	44779	30201	0	14578	20992	6592	2057	46	33	108	4	3	0	0	366	0	0	0
Source Han Serif TC Light	otf	Adobe/思源宋体 (Source Han Serif) v2.003/OTF/TraditionalChinese/SourceHanSerifTC-Light.otf	44779	30201	0	14578	20992	6592	2057	46	33	108	4	3	0	0	366	0	0	0
Source Han Serif TC Medium	otf	Adobe/思源宋体 (Source Han Serif) v2.003/OTF/TraditionalChinese/SourceHanSerifTC-Medium.otf	44779	30201	0	14578	20992	6592	2057	46	33	108	4	3	0	0	366	0	0	0
Source Han Serif TC	otf	Adobe/思源宋体 (Source Han Serif) v2.003/OTF/TraditionalChinese/SourceHanSerifTC-Regular.otf	44779	30201	0	14578	20992	6592	2057	46	33	108	4	3	0	0	366	0	0	0
Source Han Serif TC SemiBold	otf	Adobe/思源宋体 (Source Han Serif) v2.003/OTF/TraditionalChinese/SourceHanSerifTC-SemiBold.otf	44779	30201	0	14578	20992	6592	2057	46	33	108	4	3	0	0	366	0	0	0
思源宋體 香港 Bold	otf	Adobe/思源宋体 (Source Han Serif) v2.003/OTF/TraditionalChineseHK/SourceHanSerifHC-Bold.otf	44779	30201	0	14578	20992	6592	2057	46	33	108	4	3	0	0	366	0	0	0
思源宋體 香港 ExtraLight	otf	Adobe/思源宋体 (Source Han Serif) v2.003/OTF/TraditionalChineseHK/SourceHanSerifHC-ExtraLight.otf	44779	30201	0	14578	20992	6592	2057	46	33	108	4	3	0	0	366	0	0	0
思源宋體 香港 Heavy	otf	Adobe/思源宋体 (Source Han Serif) v2.003/OTF/TraditionalChineseHK/SourceHanSerifHC-Heavy.otf	44779	30201	0	14578	20992	6592	2057	46	33	108	4	3	0	0	366	0	0	0
思源宋體 香港 Light	otf	Adobe/思源宋体 (Source Han Serif) v2.003/OTF/TraditionalChineseHK/SourceHanSerifHC-Light.otf	44779	30201	0	14578	20992	6592	2057	46	33	108	4	3	0	0	366	0	0	0
思源宋體 香港 Medium	otf	Adobe/思源宋体 (Source Han Serif) v2.003/OTF/TraditionalChineseHK/SourceHanSerifHC-Medium.otf	44779	30201	0	14578	20992	6592	2057	46	33	108	4	3	0	0	366	0	0	0
思源宋體 香港	otf	Adobe/思源宋体 (Source Han Serif) v2.003/OTF/TraditionalChineseHK/SourceHanSerifHC-Regular.otf	44779	30201	0	14578	20992	6592	2057	46	33	108	4	3	0	0	366	0	0	0
思源宋體 香港 SemiBold	otf	Adobe/思源宋体 (Source Han Serif) v2.003/OTF/TraditionalChineseHK/SourceHanSerifHC-SemiBold.otf	44779	30201	0	14578	20992	6592	2057	46	33	108	4	3	0	0	366	0	0	0
思源黑体 Bold	otf	Adobe/思源黑体 (Source Han Sans) v2.004R/OTF/SimplifiedChinese/SourceHanSansSC-Bold.otf	44812	30234	0	14578	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
思源黑体 ExtraLight	otf	Adobe/思源黑体 (Source Han Sans) v2.004R/OTF/SimplifiedChinese/SourceHanSansSC-ExtraLight.otf	44812	30234	0	14578	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
思源黑体 Heavy	otf	Adobe/思源黑体 (Source Han Sans) v2.004R/OTF/SimplifiedChinese/SourceHanSansSC-Heavy.otf	44812	30234	0	14578	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
思源黑体 Light	otf	Adobe/思源黑体 (Source Han Sans) v2.004R/OTF/SimplifiedChinese/SourceHanSansSC-Light.otf	44812	30234	0	14578	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
思源黑体 Medium	otf	Adobe/思源黑体 (Source Han Sans) v2.004R/OTF/SimplifiedChinese/SourceHanSansSC-Medium.otf	44812	30234	0	14578	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
思源黑体 Normal	otf	Adobe/思源黑体 (Source Han Sans) v2.004R/OTF/SimplifiedChinese/SourceHanSansSC-Normal.otf	44812	30234	0	14578	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
思源黑体	otf	Adobe/思源黑体 (Source Han Sans) v2.004R/OTF/SimplifiedChinese/SourceHanSansSC-Regular.otf	44812	30234	0	14578	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
Source Han Sans TC Bold	otf	Adobe/思源黑体 (Source Han Sans) v2.004R/OTF/TraditionalChinese/SourceHanSansTC-Bold.otf	44812	30234	0	14578	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
Source Han Sans TC ExtraLight	otf	Adobe/思源黑体 (Source Han Sans) v2.004R/OTF/TraditionalChinese/SourceHanSansTC-ExtraLight.otf	44812	30234	0	14578	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
Source Han Sans TC Heavy	otf	Adobe/思源黑体 (Source Han Sans) v2.004R/OTF/TraditionalChinese/SourceHanSansTC-Heavy.otf	44812	30234	0	14578	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
Source Han Sans TC Light	otf	Adobe/思源黑体 (Source Han Sans) v2.004R/OTF/TraditionalChinese/SourceHanSansTC-Light.otf	44812	30234	0	14578	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
Source Han Sans TC Medium	otf	Adobe/思源黑体 (Source Han Sans) v2.004R/OTF/TraditionalChinese/SourceHanSansTC-Medium.otf	44812	30234	0	14578	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
Source Han Sans TC Normal	otf	Adobe/思源黑体 (Source Han Sans) v2.004R/OTF/TraditionalChinese/SourceHanSansTC-Normal.otf	44812	30234	0	14578	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
Source Han Sans TC	otf	Adobe/思源黑体 (Source Han Sans) v2.004R/OTF/TraditionalChinese/SourceHanSansTC-Regular.otf	44812	30234	0	14578	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
思源黑體 香港 Bold	otf	Adobe/思源黑体 (Source Han Sans) v2.004R/OTF/TraditionalChineseHK/SourceHanSansHC-Bold.otf	44812	30234	0	14578	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
思源黑體 香港 ExtraLight	otf	Adobe/思源黑体 (Source Han Sans) v2.004R/OTF/TraditionalChineseHK/SourceHanSansHC-ExtraLight.otf	44812	30234	0	14578	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
思源黑體 香港 Heavy	otf	Adobe/思源黑体 (Source Han Sans) v2.004R/OTF/TraditionalChineseHK/SourceHanSansHC-Heavy.otf	44812	30234	0	14578	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
思源黑體 香港 Light	otf	Adobe/思源黑体 (Source Han Sans) v2.004R/OTF/TraditionalChineseHK/SourceHanSansHC-Light.otf	44812	30234	0	14578	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
思源黑體 香港 Medium	otf	Adobe/思源黑体 (Source Han Sans) v2.004R/OTF/TraditionalChineseHK/SourceHanSansHC-Medium.otf	44812	30234	0	14578	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
思源黑體 香港 Normal	otf	Adobe/思源黑体 (Source Han Sans) v2.004R/OTF/TraditionalChineseHK/SourceHanSansHC-Normal.otf	44812	30234	0	14578	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
思源黑體 香港	otf	Adobe/思源黑体 (Source Han Sans) v2.004R/OTF/TraditionalChineseHK/SourceHanSansHC-Regular.otf	44812	30234	0	14578	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
Reggae One Regular	ttf	Fontworks/ReggaeOne-Regular.ttf	8231	6758	0	1473	6714	1	5	0	0	0	0	0	0	0	38	0	0	0
AokaneStd-EB	otf	Fontworks/日文/FOT-Aokane Std EB.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
AraletStd-DB	otf	Fontworks/日文/FOT-Aralet Std DB.otf	14541	10598	2488	1455	10564	0	0	0	0	0	0	0	0	0	34	2488	0	0
BabyPopStd-EB	otf	Fontworks/日文/FOT-BabyPop Std EB.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
BudoStd-L	otf	Fontworks/日文/FOT-Budo Std L.otf	14570	10602	2488	1480	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
CaratStd-UB	otf	Fontworks/日文/FOT-Carat Std UB.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
ChiaroStd-B	otf	Fontworks/日文/FOT-Chiaro Std B.otf	14541	10598	2488	1455	10564	0	0	0	0	0	0	0	0	0	34	2488	0	0
CometStd-B	otf	Fontworks/日文/FOT-Comet Std B.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
ComicMysteryStd-DB	otf	Fontworks/日文/FOT-ComicMystery Std DB.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
ComicReggaeStd-B	otf	Fontworks/日文/FOT-ComicReggae Std B.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
DotGothic12Std-M	otf	Fontworks/日文/FOT-DotGothic12 Std M.otf	14570	10602	2488	1480	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
DotGothic16Std-M	otf	Fontworks/日文/FOT-DotGothic16 Std M.otf	14570	10602	2488	1480	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
DotMincho12Std-M	otf	Fontworks/日文/FOT-DotMincho12 Std M.otf	14570	10602	2488	1480	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
DotMincho16Std-M	otf	Fontworks/日文/FOT-DotMincho16 Std M.otf	14570	10602	2488	1480	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
GospelStd-EB	otf	Fontworks/日文/FOT-Gospel Std EB.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
GrecoStd-B	otf	Fontworks/日文/FOT-Greco Std B.otf	14541	10598	2488	1455	10564	0	0	0	0	0	0	0	0	0	34	2488	0	0
GrecoStd-DB	otf	Fontworks/日文/FOT-Greco Std DB.otf	14541	10598	2488	1455	10564	0	0	0	0	0	0	0	0	0	34	2488	0	0
GrecoStd-M	otf	Fontworks/日文/FOT-Greco Std M.otf	14541	10598	2488	1455	10564	0	0	0	0	0	0	0	0	0	34	2488	0	0
HummingStd-B	otf	Fontworks/日文/FOT-Humming Std B.otf	14570	10602	2488	1480	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
HummingStd-D	otf	Fontworks/日文/FOT-Humming Std D.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
KafuMarkerStd-B	otf	Fontworks/日文/FOT-KafuMarker Std B.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
KafuNagomiStd-B	otf	Fontworks/日文/FOT-KafuNagomi Std B.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
KafuPenjiStd-L	otf	Fontworks/日文/FOT-KafuPenji Std L.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
KafuPenjiStd-M	otf	Fontworks/日文/FOT-KafuPenji Std M.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
KafuTechnoStd-E	otf	Fontworks/日文/FOT-KafuTechno Std E.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
KafuTechnoStd-HV	otf	Fontworks/日文/FOT-KafuTechno Std H.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
KafuTechnoStd-U	otf	Fontworks/日文/FOT-KafuTechno Std U.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
KleePro-DB	otf	Fontworks/日文/FOT-Klee Pro DB.otf	15888	11572	2488	1828	11513	25	0	0	0	0	0	0	0	0	34	2488	0	0
KleePro-M	otf	Fontworks/日文/FOT-Klee Pro M.otf	15888	11572	2488	1828	11513	25	0	0	0	0	0	0	0	0	34	2488	0	0
KurokaneStd-EB	otf	Fontworks/日文/FOT-Kurokane Std EB.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
LyraStd-DB	otf	Fontworks/日文/FOT-Lyra Std DB.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
ManyoGyoshoStd-E	otf	Fontworks/日文/FOT-ManyoGyosho Std E.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
ManyoKoinLargeStd-B	otf	Fontworks/日文/FOT-ManyoKoinLarge Std B.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
ManyoSoshoStd-E	otf	Fontworks/日文/FOT-ManyoSosho Std E.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
MatissePro-B	otf	Fontworks/日文/FOT-Matisse Pro B.otf	15888	11572	2488	1828	11513	25	0	0	0	0	0	0	0	0	34	2488	0	0
MatissePro-DB	otf	Fontworks/日文/FOT-Matisse Pro DB.otf	15888	11572	2488	1828	11513	25	0	0	0	0	0	0	0	0	34	2488	0	0
MatissePro-EB	otf	Fontworks/日文/FOT-Matisse Pro EB.otf	15888	11572	2488	1828	11513	25	0	0	0	0	0	0	0	0	34	2488	0	0
MatisseProN-B	otf	Fontworks/日文/FOT-Matisse ProN B.otf	16148	11701	2488	1959	11522	32	39	0	0	0	0	0	0	0	108	2488	0	0
MatisseProN-DB	otf	Fontworks/日文/FOT-Matisse ProN DB.otf	16148	11701	2488	1959	11522	32	39	0	0	0	0	0	0	0	108	2488	0	0
MatisseProN-EB	otf	Fontworks/日文/FOT-Matisse ProN EB.otf	16148	11701	2488	1959	11522	32	39	0	0	0	0	0	0	0	108	2488	0	0
MatisseElegantoPro-B	otf	Fontworks/日文/FOT-MatisseEleganto Pro B.otf	15888	11572	2488	1828	11513	25	0	0	0	0	0	0	0	0	34	2488	0	0
MatisseElegantoPro-DB	otf	Fontworks/日文/FOT-MatisseEleganto Pro DB.otf	15888	11572	2488	1828	11513	25	0	0	0	0	0	0	0	0	34	2488	0	0
MatisseElegantoPro-EB	otf	Fontworks/日文/FOT-MatisseEleganto Pro EB.otf	15888	11572	2488	1828	11513	25	0	0	0	0	0	0	0	0	34	2488	0	0
MatisseVPro-B	otf	Fontworks/日文/FOT-MatisseV Pro B.otf	15888	11572	2488	1828	11513	25	0	0	0	0	0	0	0	0	34	2488	0	0
MatisseVPro-DB	otf	Fontworks/日文/FOT-MatisseV Pro DB.otf	15888	11572	2488	1828	11513	25	0	0	0	0	0	0	0	0	34	2488	0	0
MatisseVPro-EB	otf	Fontworks/日文/FOT-MatisseV Pro EB.otf	15888	11572	2488	1828	11513	25	0	0	0	0	0	0	0	0	34	2488	0	0
ModeMinALargeStd-B	otf	Fontworks/日文/FOT-ModeMinALarge Std B.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
ModeMinBLargeStd-B	otf	Fontworks/日文/FOT-ModeMinBLarge Std B.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
MysteryStd-DB	otf	Fontworks/日文/FOT-Mystery Std DB.otf	14541	10598	2488	1455	10564	0	0	0	0	0	0	0	0	0	34	2488	0	0
NewCezannePro-B	otf	Fontworks/日文/FOT-NewCezanne Pro B.otf	15888	11572	2488	1828	11513	25	0	0	0	0	0	0	0	0	34	2488	0	0
NewCezannePro-DB	otf	Fontworks/日文/FOT-NewCezanne Pro DB.otf	15888	11572	2488	1828	11513	25	0	0	0	0	0	0	0	0	34	2488	0	0
NewCezanneProN-B	otf	Fontworks/日文/FOT-NewCezanne ProN B.otf	16148	11701	2488	1959	11522	32	39	0	0	0	0	0	0	0	108	2488	0	0
NewCezanneProN-DB	otf	Fontworks/日文/FOT-NewCezanne ProN DB.otf	16148	11701	2488	1959	11522	32	39	0	0	0	0	0	0	0	108	2488	0	0
NewCinemaAStd-D	otf	Fontworks/日文/FOT-NewCinemaA Std D.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
NewRodinProN-B	otf	Fontworks/日文/FOT-NewRodin ProN B.otf	16148	11701	2488	1959	11522	32	39	0	0	0	0	0	0	0	108	2488	0	0
NewRodinProN-DB	otf	Fontworks/日文/FOT-NewRodin ProN DB.otf	16148	11701	2488	1959	11522	32	39	0	0	0	0	0	0	0	108	2488	0	0
NewRodinProN-EB	otf	Fontworks/日文/FOT-NewRodin ProN EB.otf	16148	11701	2488	1959	11522	32	39	0	0	0	0	0	0	0	108	2488	0	0
OedKtrStd-E	otf	Fontworks/日文/FOT-OedKtr Std E.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
PalRamuneStd-B	otf	Fontworks/日文/FOT-PalRamune Std B.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
PearlStd-L	otf	Fontworks/日文/FOT-Pearl Std L.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
PopFuryStd-B	otf	Fontworks/日文/FOT-PopFury Std B.otf	14541	10598	2488	1455	10564	0	0	0	0	0	0	0	0	0	34	2488	0	0
PopHappinessStd-EB	otf	Fontworks/日文/FOT-PopHappiness Std EB.otf	14541	10598	2488	1455	10564	0	0	0	0	0	0	0	0	0	34	2488	0	0
PopJoyStd-B	otf	Fontworks/日文/FOT-PopJoy Std B.otf	14541	10598	2488	1455	10564	0	0	0	0	0	0	0	0	0	34	2488	0	0
RaglanStd-UB	otf	Fontworks/日文/FOT-Raglan Std UB.otf	14541	10598	2488	1455	10564	0	0	0	0	0	0	0	0	0	34	2488	0	0
RaglanPunchStd-UB	otf	Fontworks/日文/FOT-RaglanPunch Std UB.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
RailwayStd-B	otf	Fontworks/日文/FOT-Railway Std B.otf	14541	10598	2488	1455	10564	0	0	0	0	0	0	0	0	0	34	2488	0	0
ReggaeStd-B	otf	Fontworks/日文/FOT-Reggae Std B.otf	14541	10598	2488	1455	10564	0	0	0	0	0	0	0	0	0	34	2488	0	0
RocknRollStd-DB	otf	Fontworks/日文/FOT-RocknRoll Std DB.otf	14541	10598	2488	1455	10564	0	0	0	0	0	0	0	0	0	34	2488	0	0
RowdyStd-EB	otf	Fontworks/日文/FOT-Rowdy Std EB.otf	14541	10598	2488	1455	10564	0	0	0	0	0	0	0	0	0	34	2488	0	0
SeuratPro-B	otf	Fontworks/日文/FOT-Seurat Pro B.otf	15888	11572	2488	1828	11513	25	0	0	0	0	0	0	0	0	34	2488	0	0
SeuratPro-DB	otf	Fontworks/日文/FOT-Seurat Pro DB.otf	15888	11572	2488	1828	11513	25	0	0	0	0	0	0	0	0	34	2488	0	0
SeuratPro-EB	otf	Fontworks/日文/FOT-Seurat Pro EB.otf	15888	11572	2488	1828	11513	25	0	0	0	0	0	0	0	0	34	2488	0	0
SeuratProN-B	otf	Fontworks/日文/FOT-Seurat ProN B.otf	16148	11701	2488	1959	11522	32	39	0	0	0	0	0	0	0	108	2488	0	0
SeuratProN-DB	otf	Fontworks/日文/FOT-Seurat ProN DB.otf	16148	11701	2488	1959	11522	32	39	0	0	0	0	0	0	0	108	2488	0	0
SeuratProN-EB	otf	Fontworks/日文/FOT-Seurat ProN EB.otf	16148	11701	2488	1959	11522	32	39	0	0	0	0	0	0	0	108	2488	0	0
SeuratCapiePro-B	otf	Fontworks/日文/FOT-SeuratCapie Pro B.otf	15888	11572	2488	1828	11513	25	0	0	0	0	0	0	0	0	34	2488	0	0
SeuratCapiePro-DB	otf	Fontworks/日文/FOT-SeuratCapie Pro DB.otf	15888	11572	2488	1828	11513	25	0	0	0	0	0	0	0	0	34	2488	0	0
SkipStd-B	otf	Fontworks/日文/FOT-Skip Std B.otf	14570	10602	2488	1480	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
SkipStd-D	otf	Fontworks/日文/FOT-Skip Std D.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
SlumpStd-DB	otf	Fontworks/日文/FOT-Slump Std DB.otf	14541	10598	2488	1455	10564	0	0	0	0	0	0	0	0	0	34	2488	0	0
StickStd-B	otf	Fontworks/日文/FOT-Stick Std B.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
TelopMinProN-B	otf	Fontworks/日文/FOT-TelopMin ProN B.otf	16148	11701	2488	1959	11522	32	39	0	0	0	0	0	0	0	108	2488	0	0
TelopMinProN-D	otf	Fontworks/日文/FOT-TelopMin ProN D.otf	16148	11701	2488	1959	11522	32	39	0	0	0	0	0	0	0	108	2488	0	0
TelopMinProN-E	otf	Fontworks/日文/FOT-TelopMin ProN E.otf	16148	11701	2488	1959	11522	32	39	0	0	0	0	0	0	0	108	2488	0	0
TelopMinProN-HV	otf	Fontworks/日文/FOT-TelopMin ProN H.otf	16148	11701	2488	1959	11522	32	39	0	0	0	0	0	0	0	108	2488	0	0
TsubameStd-R	otf	Fontworks/日文/FOT-Tsubame Std R.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
TsukuMinPr5N-B	otf	Fontworks/日文/FOT-TsukuMin Pr5N B.otf	19038	14291	2493	2254	13634	202	345	0	0	0	0	0	0	0	110	2493	0	0
TsukuMinPr5N-D	otf	Fontworks/日文/FOT-TsukuMin Pr5N D.otf	19038	14291	2493	2254	13634	202	345	0	0	0	0	0	0	0	110	2493	0	0
TsukuMinPr5N-E	otf	Fontworks/日文/FOT-TsukuMin Pr5N E.otf	19038	14291	2493	2254	13634	202	345	0	0	0	0	0	0	0	110	2493	0	0
TsukuMinPr5N-HV	otf	Fontworks/日文/FOT-TsukuMin Pr5N H.otf	19038	14291	2493	2254	13634	202	345	0	0	0	0	0	0	0	110	2493	0	0
TsukuMinPro-B	otf	Fontworks/日文/FOT-TsukuMin Pro B.otf	16125	11678	2488	1959	11505	32	37	0	0	0	0	0	0	0	104	2488	0	0
TsukuMinPro-D	otf	Fontworks/日文/FOT-TsukuMin Pro D.otf	16098	11673	2488	1937	11505	32	32	0	0	0	0	0	0	0	104	2488	0	0
TsukuMinPro-E	otf	Fontworks/日文/FOT-TsukuMin Pro E.otf	16125	11678	2488	1959	11505	32	37	0	0	0	0	0	0	0	104	2488	0	0
TsukuMinPro-HV	otf	Fontworks/日文/FOT-TsukuMin Pro H.otf	16125	11678	2488	1959	11505	32	37	0	0	0	0	0	0	0	104	2488	0	0
UDKakugo_LargePr6N-B	otf	Fontworks/日文/FOT-UDKakugo_Large Pr6N B.otf	20565	15720	2493	2352	15063	202	345	0	0	0	0	0	0	0	110	2493	0	0
UDKakugo_LargePr6N-DB	otf	Fontworks/日文/FOT-UDKakugo_Large Pr6N DB.otf	20565	15720	2493	2352	15063	202	345	0	0	0	0	0	0	0	110	2493	0	0
UDKakugo_LargePr6N-E	otf	Fontworks/日文/FOT-UDKakugo_Large Pr6N E.otf	20565	15720	2493	2352	15063	202	345	0	0	0	0	0	0	0	110	2493	0	0
UDMarugo_LargePr6N-B	otf	Fontworks/日文/FOT-UDMarugo_Large Pr6N B.otf	20565	15720	2493	2352	15063	202	345	0	0	0	0	0	0	0	110	2493	0	0
